Date,Close
6/29/2016 16:00:00,2070.77
6/30/2016 16:00:00,2098.86
7/1/2016 16:00:00,2102.95
7/5/2016 16:00:00,2088.55
7/6/2016 16:00:00,2099.73
7/7/2016 16:00:00,2097.9
7/8/2016 16:00:00,2129.9
7/11/2016 16:00:00,2137.16
7/12/2016 16:00:00,2152.14
7/13/2016 16:00:00,2152.43
7/14/2016 16:00:00,2163.75
7/15/2016 16:00:00,2161.74
7/18/2016 16:00:00,2166.89
7/19/2016 16:00:00,2163.78
7/20/2016 16:00:00,2173.02
7/21/2016 16:00:00,2165.17
7/22/2016 16:00:00,2175.03
7/25/2016 16:00:00,2168.48
7/26/2016 16:00:00,2169.18
7/27/2016 16:00:00,2166.58
7/28/2016 16:00:00,2170.06
7/29/2016 16:00:00,2173.6
8/1/2016 16:00:00,2170.84
8/2/2016 16:00:00,2157.03
8/3/2016 16:00:00,2163.79
8/4/2016 16:00:00,2164.25
8/5/2016 16:00:00,2182.87
8/8/2016 16:00:00,2180.89
8/9/2016 16:00:00,2181.74
8/10/2016 16:00:00,2175.49
8/11/2016 16:00:00,2185.79
8/12/2016 16:00:00,2184.05
8/15/2016 16:00:00,2190.15
8/16/2016 16:00:00,2178.15
8/17/2016 16:00:00,2182.22
8/18/2016 16:00:00,2187.02
8/19/2016 16:00:00,2183.87
8/22/2016 16:00:00,2182.64
8/23/2016 16:00:00,2186.9
8/24/2016 16:00:00,2175.44
8/25/2016 16:00:00,2172.47
8/26/2016 16:00:00,2169.04
8/29/2016 16:00:00,2180.38
8/30/2016 16:00:00,2176.12
8/31/2016 16:00:00,2170.95
9/1/2016 16:00:00,2170.86
9/2/2016 16:00:00,2179.98
9/6/2016 16:00:00,2186.48
9/7/2016 16:00:00,2186.16
9/8/2016 16:00:00,2181.3
9/9/2016 16:00:00,2127.81
9/12/2016 16:00:00,2159.04
9/13/2016 16:00:00,2127.02
9/14/2016 16:00:00,2125.77
9/15/2016 16:00:00,2147.26
9/16/2016 16:00:00,2139.16
9/19/2016 16:00:00,2139.12
9/20/2016 16:00:00,2139.76
9/21/2016 16:00:00,2163.12
9/22/2016 16:00:00,2177.18
9/23/2016 16:00:00,2164.69
9/26/2016 16:00:00,2146.1
9/27/2016 16:00:00,2159.93
9/28/2016 16:00:00,2171.37
9/29/2016 16:00:00,2151.13
9/30/2016 16:00:00,2168.27
10/3/2016 16:00:00,2161.2
10/4/2016 16:00:00,2150.49
10/5/2016 16:00:00,2159.73
10/6/2016 16:00:00,2160.77
10/7/2016 16:00:00,2153.74
10/10/2016 16:00:00,2163.66
10/11/2016 16:00:00,2136.73
10/12/2016 16:00:00,2139.18
10/13/2016 16:00:00,2132.55
10/14/2016 16:00:00,2132.98
10/17/2016 16:00:00,2126.5
10/18/2016 16:00:00,2139.6
10/19/2016 16:00:00,2144.29
10/20/2016 16:00:00,2141.34
10/21/2016 16:00:00,2141.16
10/24/2016 16:00:00,2151.33
10/25/2016 16:00:00,2143.16
10/26/2016 16:00:00,2139.43
10/27/2016 16:00:00,2133.04
10/28/2016 16:00:00,2126.41
10/31/2016 16:00:00,2126.15
11/1/2016 16:00:00,2111.72
11/2/2016 16:00:00,2097.94
11/3/2016 16:00:00,2088.66
11/4/2016 16:00:00,2085.18
11/7/2016 16:00:00,2131.52
11/8/2016 16:00:00,2139.56
11/9/2016 16:00:00,2163.26
11/10/2016 16:00:00,2167.48
11/11/2016 16:00:00,2164.45
11/14/2016 16:00:00,2164.2
11/15/2016 16:00:00,2180.39
11/16/2016 16:00:00,2176.94
11/17/2016 16:00:00,2187.12
11/18/2016 16:00:00,2181.9
11/21/2016 16:00:00,2198.18
11/22/2016 16:00:00,2202.94
11/23/2016 16:00:00,2204.72
11/25/2016 16:00:00,2213.35
11/28/2016 16:00:00,2201.72
11/29/2016 16:00:00,2204.66
11/30/2016 16:00:00,2198.81
12/1/2016 16:00:00,2191.08
12/2/2016 16:00:00,2191.95
12/5/2016 16:00:00,2204.71
12/6/2016 16:00:00,2212.23
12/7/2016 16:00:00,2241.35
12/8/2016 16:00:00,2246.19
12/9/2016 16:00:00,2259.53
12/12/2016 16:00:00,2256.96
12/13/2016 16:00:00,2271.72
12/14/2016 16:00:00,2253.28
12/15/2016 16:00:00,2262.03
12/16/2016 16:00:00,2258.07
12/19/2016 16:00:00,2262.53
12/20/2016 16:00:00,2270.76
12/21/2016 16:00:00,2265.18
12/22/2016 16:00:00,2260.96
12/23/2016 16:00:00,2263.79
12/27/2016 16:00:00,2268.88
12/28/2016 16:00:00,2249.92
12/29/2016 16:00:00,2249.26
12/30/2016 16:00:00,2238.83
1/3/2017 16:00:00,2257.83
1/4/2017 16:00:00,2270.75
1/5/2017 16:00:00,2269
1/6/2017 16:00:00,2276.98
1/9/2017 16:00:00,2268.9
1/10/2017 16:00:00,2268.9
1/11/2017 16:00:00,2275.32
1/12/2017 16:00:00,2270.44
1/13/2017 16:00:00,2274.64
1/17/2017 16:00:00,2267.89
1/18/2017 16:00:00,2271.89
1/19/2017 16:00:00,2263.69
1/20/2017 16:00:00,2271.31
1/23/2017 16:00:00,2265.2
1/24/2017 16:00:00,2280.07
1/25/2017 16:00:00,2298.37
1/26/2017 16:00:00,2296.68
1/27/2017 16:00:00,2294.69
1/30/2017 16:00:00,2280.9
1/31/2017 16:00:00,2278.87
2/1/2017 16:00:00,2279.55
2/2/2017 16:00:00,2280.85
2/3/2017 16:00:00,2297.42
2/6/2017 16:00:00,2292.56
2/7/2017 16:00:00,2293.08
2/8/2017 16:00:00,2294.67
2/9/2017 16:00:00,2307.87
2/10/2017 16:00:00,2316.1
2/13/2017 16:00:00,2328.25
2/14/2017 16:00:00,2337.58
2/15/2017 16:00:00,2349.25
2/16/2017 16:00:00,2347.22
2/17/2017 16:00:00,2351.16
2/21/2017 16:00:00,2365.38
2/22/2017 16:00:00,2362.82
2/23/2017 16:00:00,2363.81
2/24/2017 16:00:00,2367.34
2/27/2017 16:00:00,2369.75
2/28/2017 16:00:00,2363.64
3/1/2017 16:00:00,2395.96
3/2/2017 16:00:00,2381.92
3/3/2017 16:00:00,2383.12
3/6/2017 16:00:00,2375.31
3/7/2017 16:00:00,2368.39
3/8/2017 16:00:00,2362.98
3/9/2017 16:00:00,2364.87
3/10/2017 16:00:00,2372.6
3/13/2017 16:00:00,2373.47
3/14/2017 16:00:00,2365.45
3/15/2017 16:00:00,2385.26
3/16/2017 16:00:00,2381.38
3/17/2017 16:00:00,2378.25
3/20/2017 16:00:00,2373.47
3/21/2017 16:00:00,2344.02
3/22/2017 16:00:00,2348.45
3/23/2017 16:00:00,2345.96
3/24/2017 16:00:00,2343.98
3/27/2017 16:00:00,2341.59
3/28/2017 16:00:00,2358.57
3/29/2017 16:00:00,2361.13
3/30/2017 16:00:00,2368.06
3/31/2017 16:00:00,2362.72
4/3/2017 16:00:00,2358.84
4/4/2017 16:00:00,2360.16
4/5/2017 16:00:00,2352.95
4/6/2017 16:00:00,2357.49
4/7/2017 16:00:00,2355.54
4/10/2017 16:00:00,2357.16
4/11/2017 16:00:00,2353.78
4/12/2017 16:00:00,2344.93
4/13/2017 16:00:00,2328.95
4/17/2017 16:00:00,2349.01
4/18/2017 16:00:00,2342.19
4/19/2017 16:00:00,2338.17
4/20/2017 16:00:00,2355.84
4/21/2017 16:00:00,2348.69
4/24/2017 16:00:00,2374.15
4/25/2017 16:00:00,2388.61
4/26/2017 16:00:00,2387.45
4/27/2017 16:00:00,2388.77
4/28/2017 16:00:00,2384.2
5/1/2017 16:00:00,2388.33
5/2/2017 16:00:00,2391.17
5/3/2017 16:00:00,2388.13
5/4/2017 16:00:00,2389.52
5/5/2017 16:00:00,2399.29
5/8/2017 16:00:00,2399.38
5/9/2017 16:00:00,2396.92
5/10/2017 16:00:00,2399.63
5/11/2017 16:00:00,2394.44
5/12/2017 16:00:00,2390.9
5/15/2017 16:00:00,2402.32
5/16/2017 16:00:00,2400.67
5/17/2017 16:00:00,2357.03
5/18/2017 16:00:00,2365.72
5/19/2017 16:00:00,2381.73
5/22/2017 16:00:00,2394.02
5/23/2017 16:00:00,2398.42
5/24/2017 16:00:00,2404.39
5/25/2017 16:00:00,2415.07
5/26/2017 16:00:00,2415.82
5/30/2017 16:00:00,2412.91
5/31/2017 16:00:00,2411.8
6/1/2017 16:00:00,2430.06
6/2/2017 16:00:00,2439.07
6/5/2017 16:00:00,2436.1
6/6/2017 16:00:00,2429.33
6/7/2017 16:00:00,2433.14
6/8/2017 16:00:00,2433.79
6/9/2017 16:00:00,2431.77
6/12/2017 16:00:00,2429.39
6/13/2017 16:00:00,2440.35
6/14/2017 16:00:00,2437.92
6/15/2017 16:00:00,2432.46
6/16/2017 16:00:00,2433.15
6/19/2017 16:00:00,2453.46
6/20/2017 16:00:00,2437.03
6/21/2017 16:00:00,2435.61
6/22/2017 16:00:00,2434.5
6/23/2017 16:00:00,2438.3
6/26/2017 16:00:00,2439.07
6/27/2017 16:00:00,2419.38
6/28/2017 16:00:00,2440.69
6/29/2017 16:00:00,2419.7
6/30/2017 16:00:00,2423.41
7/3/2017 16:00:00,2429.01
7/5/2017 16:00:00,2432.54
7/6/2017 16:00:00,2409.75
7/7/2017 16:00:00,2425.18
7/10/2017 16:00:00,2427.43
7/11/2017 16:00:00,2425.53
7/12/2017 16:00:00,2443.25
7/13/2017 16:00:00,2447.83
7/14/2017 16:00:00,2459.27
7/17/2017 16:00:00,2459.14
7/18/2017 16:00:00,2460.61
7/19/2017 16:00:00,2473.83
7/20/2017 16:00:00,2473.45
7/21/2017 16:00:00,2472.54
7/24/2017 16:00:00,2469.91
7/25/2017 16:00:00,2477.13
7/26/2017 16:00:00,2477.83
7/27/2017 16:00:00,2475.42
7/28/2017 16:00:00,2472.1
7/31/2017 16:00:00,2470.3
8/1/2017 16:00:00,2476.35
8/2/2017 16:00:00,2477.57
8/3/2017 16:00:00,2472.16
8/4/2017 16:00:00,2476.83
8/7/2017 16:00:00,2480.91
8/8/2017 16:00:00,2474.92
8/9/2017 16:00:00,2474.02
8/10/2017 16:00:00,2438.21
8/11/2017 16:00:00,2441.32
8/14/2017 16:00:00,2465.84
8/15/2017 16:00:00,2464.61
8/16/2017 16:00:00,2468.11
8/17/2017 16:00:00,2430.01
8/18/2017 16:00:00,2425.55
8/21/2017 16:00:00,2428.37
8/22/2017 16:00:00,2452.51
8/23/2017 16:00:00,2444.04
8/24/2017 16:00:00,2438.97
8/25/2017 16:00:00,2443.05
8/28/2017 16:00:00,2444.24
8/29/2017 16:00:00,2446.3
8/30/2017 16:00:00,2457.59
8/31/2017 16:00:00,2471.65
9/1/2017 16:00:00,2476.55
9/5/2017 16:00:00,2457.85
9/6/2017 16:00:00,2465.54
9/7/2017 16:00:00,2465.1
9/8/2017 16:00:00,2461.43
9/11/2017 16:00:00,2488.11
9/12/2017 16:00:00,2496.48
9/13/2017 16:00:00,2498.37
9/14/2017 16:00:00,2495.62
9/15/2017 16:00:00,2500.23
9/18/2017 16:00:00,2503.87
9/19/2017 16:00:00,2506.65
9/20/2017 16:00:00,2508.24
9/21/2017 16:00:00,2500.6
9/22/2017 16:00:00,2502.22
9/25/2017 16:00:00,2496.66
9/26/2017 16:00:00,2496.84
9/27/2017 16:00:00,2507.04
9/28/2017 16:00:00,2510.06
9/29/2017 16:00:00,2519.36
10/2/2017 16:00:00,2529.12
10/3/2017 16:00:00,2534.58
10/4/2017 16:00:00,2537.74
10/5/2017 16:00:00,2552.07
10/6/2017 16:00:00,2549.33
10/9/2017 16:00:00,2544.73
10/10/2017 16:00:00,2550.64
10/11/2017 16:00:00,2555.24
10/12/2017 16:00:00,2550.93
10/13/2017 16:00:00,2553.17
10/16/2017 16:00:00,2557.64
10/17/2017 16:00:00,2559.36
10/18/2017 16:00:00,2561.26
10/19/2017 16:00:00,2562.1
10/20/2017 16:00:00,2575.21
10/23/2017 16:00:00,2564.98
10/24/2017 16:00:00,2569.13
10/25/2017 16:00:00,2557.15
10/26/2017 16:00:00,2560.4
10/27/2017 16:00:00,2581.07
10/30/2017 16:00:00,2572.83
10/31/2017 16:00:00,2575.26
11/1/2017 16:00:00,2579.36
11/2/2017 16:00:00,2579.85
11/3/2017 16:00:00,2587.84
11/6/2017 16:00:00,2591.13
11/7/2017 16:00:00,2590.64
11/8/2017 16:00:00,2594.38
11/9/2017 16:00:00,2584.62
11/10/2017 16:00:00,2582.3
11/13/2017 16:00:00,2584.84
11/14/2017 16:00:00,2578.87
11/15/2017 16:00:00,2564.62
11/16/2017 16:00:00,2585.64
11/17/2017 16:00:00,2578.85
11/20/2017 16:00:00,2582.14
11/21/2017 16:00:00,2599.03
11/22/2017 16:00:00,2597.08
11/24/2017 13:00:00,2602.42
11/27/2017 16:00:00,2601.42
11/28/2017 16:00:00,2627.04
11/29/2017 16:00:00,2626.07
11/30/2017 16:00:00,2647.58
12/1/2017 16:00:00,2642.22
12/4/2017 16:00:00,2639.44
12/5/2017 16:00:00,2629.57
12/6/2017 16:00:00,2629.27
12/7/2017 16:00:00,2636.98
12/8/2017 16:00:00,2651.5
12/11/2017 16:00:00,2659.99
12/12/2017 16:00:00,2664.11
12/13/2017 16:00:00,2662.85
12/14/2017 16:00:00,2652.01
12/15/2017 16:00:00,2675.81
12/18/2017 16:00:00,2690.16
12/19/2017 16:00:00,2681.47
12/20/2017 16:00:00,2679.25
12/21/2017 16:00:00,2684.57
12/22/2017 16:00:00,2683.34
12/26/2017 16:00:00,2680.5
12/27/2017 16:00:00,2682.62
12/28/2017 16:00:00,2687.54
12/29/2017 16:00:00,2673.61
1/2/2018 16:00:00,2695.81
1/3/2018 16:00:00,2713.06
1/4/2018 16:00:00,2723.99
1/5/2018 16:00:00,2743.15
1/8/2018 16:00:00,2747.71
1/9/2018 16:00:00,2751.29
1/10/2018 16:00:00,2748.23
1/11/2018 16:00:00,2767.56
1/12/2018 16:00:00,2786.24
1/16/2018 16:00:00,2776.42
1/17/2018 16:00:00,2802.56
1/18/2018 16:00:00,2798.03
1/19/2018 16:00:00,2810.3
1/22/2018 16:00:00,2832.97
1/23/2018 16:00:00,2839.13
1/24/2018 16:00:00,2837.54
1/25/2018 16:00:00,2839.25
1/26/2018 16:00:00,2872.87
1/29/2018 16:00:00,2853.53
1/30/2018 16:00:00,2822.43
1/31/2018 16:00:00,2823.81
2/1/2018 16:00:00,2821.98
2/2/2018 16:00:00,2762.13
2/5/2018 16:00:00,2648.94
2/6/2018 16:00:00,2695.14
2/7/2018 16:00:00,2681.66
2/8/2018 16:00:00,2581
2/9/2018 16:00:00,2619.55
2/12/2018 16:00:00,2656
2/13/2018 16:00:00,2662.94
2/14/2018 16:00:00,2698.63
2/15/2018 16:00:00,2731.2
2/16/2018 16:00:00,2732.22
2/20/2018 16:00:00,2716.26
2/21/2018 16:00:00,2701.33
2/22/2018 16:00:00,2703.96
2/23/2018 16:00:00,2747.3
2/26/2018 16:00:00,2779.6
2/27/2018 16:00:00,2744.28
2/28/2018 16:00:00,2713.83
3/1/2018 16:00:00,2677.67
3/2/2018 16:00:00,2691.25
3/5/2018 16:00:00,2720.94
3/6/2018 16:00:00,2728.12
3/7/2018 16:00:00,2726.8
3/8/2018 16:00:00,2738.97
3/9/2018 16:00:00,2786.57
3/12/2018 16:00:00,2783.02
3/13/2018 16:00:00,2765.31
3/14/2018 16:00:00,2749.48
3/15/2018 16:00:00,2747.33
3/16/2018 16:00:00,2752.01
3/19/2018 16:00:00,2712.92
3/20/2018 16:00:00,2716.94
3/21/2018 16:00:00,2711.93
3/22/2018 16:00:00,2643.69
3/23/2018 16:00:00,2588.26
3/26/2018 16:00:00,2658.55
3/27/2018 16:00:00,2612.62
3/28/2018 16:00:00,2605
3/29/2018 16:00:00,2640.87
4/2/2018 16:00:00,2581.88
4/3/2018 16:00:00,2614.45
4/4/2018 16:00:00,2644.69
4/5/2018 16:00:00,2662.84
4/6/2018 16:00:00,2604.47
4/9/2018 16:00:00,2613.16
4/10/2018 16:00:00,2656.87
4/11/2018 16:00:00,2642.19
4/12/2018 16:00:00,2663.99
4/13/2018 16:00:00,2656.3
4/16/2018 16:00:00,2677.84
4/17/2018 16:00:00,2706.39
4/18/2018 16:00:00,2708.64
4/19/2018 16:00:00,2693.13
4/20/2018 16:00:00,2670.14
4/23/2018 16:00:00,2670.29
4/24/2018 16:00:00,2634.56
4/25/2018 16:00:00,2639.4
4/26/2018 16:00:00,2666.94
4/27/2018 16:00:00,2669.91
4/30/2018 16:00:00,2648.05
5/1/2018 16:00:00,2654.8
5/2/2018 16:00:00,2635.67
5/3/2018 16:00:00,2629.73
5/4/2018 16:00:00,2663.42
5/7/2018 16:00:00,2672.63
5/8/2018 16:00:00,2671.92
5/9/2018 16:00:00,2697.79
5/10/2018 16:00:00,2723.07
5/11/2018 16:00:00,2727.72
5/14/2018 16:00:00,2730.13
5/15/2018 16:00:00,2711.45
5/16/2018 16:00:00,2722.46
5/17/2018 16:00:00,2720.13
5/18/2018 16:00:00,2712.97
5/21/2018 16:00:00,2733.01
5/22/2018 16:00:00,2724.44
5/23/2018 16:00:00,2733.29
5/24/2018 16:00:00,2727.76
5/25/2018 16:00:00,2721.33
5/29/2018 16:00:00,2689.86
5/30/2018 16:00:00,2724.01
5/31/2018 16:00:00,2705.27
6/1/2018 16:00:00,2734.62
6/4/2018 16:00:00,2746.87
6/5/2018 16:00:00,2748.8
6/6/2018 16:00:00,2772.35
6/7/2018 16:00:00,2770.37
6/8/2018 16:00:00,2779.03
6/11/2018 16:00:00,2782
6/12/2018 16:00:00,2786.85
6/13/2018 16:00:00,2775.63
6/14/2018 16:00:00,2782.49
6/15/2018 16:00:00,2779.66
6/18/2018 16:00:00,2773.75
6/19/2018 16:00:00,2762.59
6/20/2018 16:00:00,2767.32
6/21/2018 16:00:00,2749.76
6/22/2018 16:00:00,2754.88
6/25/2018 16:00:00,2717.07
6/26/2018 16:00:00,2723.06
6/27/2018 16:00:00,2699.63
6/28/2018 16:00:00,2716.31
6/29/2018 16:00:00,2718.37
7/2/2018 16:00:00,2726.71
7/3/2018 13:00:00,2713.22
7/5/2018 16:00:00,2736.61
7/6/2018 16:00:00,2759.82
7/9/2018 16:00:00,2784.17
7/10/2018 16:00:00,2793.84
7/11/2018 16:00:00,2774.02
7/12/2018 16:00:00,2798.29
7/13/2018 16:00:00,2801.31
7/16/2018 16:00:00,2798.43
7/17/2018 16:00:00,2809.55
7/18/2018 16:00:00,2815.62
7/19/2018 16:00:00,2804.49
7/20/2018 16:00:00,2801.83
7/23/2018 16:00:00,2806.98
7/24/2018 16:00:00,2820.4
7/25/2018 16:00:00,2846.07
7/26/2018 16:00:00,2837.44
7/27/2018 16:00:00,2818.82
7/30/2018 16:00:00,2802.6
7/31/2018 16:00:00,2816.29
8/1/2018 16:00:00,2813.36
8/2/2018 16:00:00,2827.22
8/3/2018 16:00:00,2840.35
8/6/2018 16:00:00,2850.4
8/7/2018 16:00:00,2858.45
8/8/2018 16:00:00,2857.7
8/9/2018 16:00:00,2853.58
8/10/2018 16:00:00,2833.28
8/13/2018 16:00:00,2821.93
8/14/2018 16:00:00,2839.96
8/15/2018 16:00:00,2818.37
8/16/2018 16:00:00,2840.69
8/17/2018 16:00:00,2850.13
8/20/2018 16:00:00,2857.05
8/21/2018 16:00:00,2862.96
8/22/2018 16:00:00,2861.82
8/23/2018 16:00:00,2856.98
8/24/2018 16:00:00,2874.69
8/27/2018 16:00:00,2896.74
8/28/2018 16:00:00,2897.52
8/29/2018 16:00:00,2914.04
8/30/2018 16:00:00,2901.13
8/31/2018 16:00:00,2901.52
9/4/2018 16:00:00,2896.72
9/5/2018 16:00:00,2888.6
9/6/2018 16:00:00,2878.05
9/7/2018 16:00:00,2871.68
9/10/2018 16:00:00,2877.13
9/11/2018 16:00:00,2887.89
9/12/2018 16:00:00,2888.92
9/13/2018 16:00:00,2904.18
9/14/2018 16:00:00,2904.98
9/17/2018 16:00:00,2888.8
9/18/2018 16:00:00,2904.31
9/19/2018 16:00:00,2907.95
9/20/2018 16:00:00,2930.75
9/21/2018 16:00:00,2929.67
9/24/2018 16:00:00,2919.37
9/25/2018 16:00:00,2915.56
9/26/2018 16:00:00,2905.97
9/27/2018 16:00:00,2914
9/28/2018 16:00:00,2913.98
10/1/2018 16:00:00,2924.59
10/2/2018 16:00:00,2923.43
10/3/2018 16:00:00,2925.51
10/4/2018 16:00:00,2901.61
10/5/2018 16:00:00,2885.57
10/8/2018 16:00:00,2884.43
10/9/2018 16:00:00,2880.34
10/10/2018 16:00:00,2785.68
10/11/2018 16:00:00,2728.37
10/12/2018 16:00:00,2767.13
10/15/2018 16:00:00,2750.79
10/16/2018 16:00:00,2809.92
10/17/2018 16:00:00,2809.21
10/18/2018 16:00:00,2768.78
10/19/2018 16:00:00,2767.78
10/22/2018 16:00:00,2755.88
10/23/2018 16:00:00,2740.69
10/24/2018 16:00:00,2656.1
10/25/2018 16:00:00,2705.57
10/26/2018 16:00:00,2658.69
10/29/2018 16:00:00,2641.25
10/30/2018 16:00:00,2682.63
10/31/2018 16:00:00,2711.74
11/1/2018 16:00:00,2740.37
11/2/2018 16:00:00,2723.06
11/5/2018 16:00:00,2738.31
11/6/2018 16:00:00,2755.45
11/7/2018 16:00:00,2813.89
11/8/2018 16:00:00,2806.83
11/9/2018 16:00:00,2781.01
11/12/2018 16:00:00,2726.22
11/13/2018 16:00:00,2722.18
11/14/2018 16:00:00,2701.58
11/15/2018 16:00:00,2730.2
11/16/2018 16:00:00,2736.27
11/19/2018 16:00:00,2690.73
11/20/2018 16:00:00,2641.89
11/21/2018 16:00:00,2649.93
11/23/2018 13:00:00,2632.56
11/26/2018 16:00:00,2673.45
11/27/2018 16:00:00,2682.17
11/28/2018 16:00:00,2743.79
11/29/2018 16:00:00,2737.76
11/30/2018 16:00:00,2760.17
12/3/2018 16:00:00,2790.37
12/4/2018 16:00:00,2700.06
12/6/2018 16:00:00,2695.95
12/7/2018 16:00:00,2633.08
12/10/2018 16:00:00,2637.72
12/11/2018 16:00:00,2636.78
12/12/2018 16:00:00,2651.07
12/13/2018 16:00:00,2650.54
12/14/2018 16:00:00,2599.95
12/17/2018 16:00:00,2545.94
12/18/2018 16:00:00,2546.16
12/19/2018 16:00:00,2506.96
12/20/2018 16:00:00,2467.42
12/21/2018 16:00:00,2416.62
12/24/2018 13:00:00,2351.1
12/26/2018 16:00:00,2467.7
12/27/2018 16:00:00,2488.83
12/28/2018 16:00:00,2485.74
12/31/2018 16:00:00,2506.85
1/2/2019 16:00:00,2510.03
1/3/2019 16:00:00,2447.89
1/4/2019 16:00:00,2531.94
1/7/2019 16:00:00,2549.69
1/8/2019 16:00:00,2574.41
1/9/2019 16:00:00,2584.96
1/10/2019 16:00:00,2596.64
1/11/2019 16:00:00,2596.26
1/14/2019 16:00:00,2582.61
1/15/2019 16:00:00,2610.3
1/16/2019 16:00:00,2616.1
1/17/2019 16:00:00,2635.96
1/18/2019 16:00:00,2670.71
1/22/2019 16:00:00,2632.9
1/23/2019 16:00:00,2638.7
1/24/2019 16:00:00,2642.33
1/25/2019 16:00:00,2664.76
1/28/2019 16:00:00,2643.85
1/29/2019 16:00:00,2640
1/30/2019 16:00:00,2681.05
1/31/2019 16:00:00,2704.1
2/1/2019 16:00:00,2706.53
2/4/2019 16:00:00,2724.87
2/5/2019 16:00:00,2737.7
2/6/2019 16:00:00,2731.61
2/7/2019 16:00:00,2706.05
2/8/2019 16:00:00,2707.88
2/11/2019 16:00:00,2709.8
2/12/2019 16:00:00,2744.73
2/13/2019 16:00:00,2753.03
2/14/2019 16:00:00,2745.73
